corp_code,year,account,our_pick_nm,our_pick_id,our_pick_value,n_candidates,verdict,note
00267979,2019,매출채권,매출채권,dart_ShortTermTradeReceivable,13599748199,2,OK,매출채권류
00141389,2021,매출액,수익(매출액),ifrs-full_Revenue,90841011973,4,OK,표준 id 일치(ifrs-full_Revenue)
00141389,2021,매출원가,매출원가,ifrs-full_CostOfSales,68281071213,4,OK,매출원가 직접
00141389,2021,매출총이익,매출총이익,ifrs-full_GrossProfit,22559940760,1,OK,표준 id 일치(ifrs-full_GrossProfit)
00141389,2021,영업이익,영업이익(손실),dart_OperatingIncomeLoss,10335417988,1,OK,표준 id 일치(dart_OperatingIncomeLoss)
00141389,2021,재고자산,재고자산,ifrs-full_Inventories,19623042769,1,OK,표준 id 일치(ifrs-full_Inventories)
00141389,2021,매출채권,매출채권 및 기타유동채권,ifrs-full_TradeAndOtherCurrentReceivables,17969941653,2,DISCLOSURE,"합산선만 공시(순수 매출채권 미공시 — 공시 현실, 허용)"
00128555,2017,매출액,매출액,ifrs_Revenue,2384712962090,3,OK,표준 id 일치(ifrs_Revenue)
00128555,2017,매출원가,매출원가,ifrs_CostOfSales,2105520708028,4,OK,매출원가 직접
00128555,2017,매출총이익,매출총이익,ifrs_GrossProfit,279192254062,1,OK,표준 id 일치(ifrs_GrossProfit)
00128555,2017,영업이익,영업이익,dart_OperatingIncomeLoss,60343277111,1,OK,표준 id 일치(dart_OperatingIncomeLoss)
00128555,2017,재고자산,재고자산,ifrs_Inventories,2667896695,1,OK,표준 id 일치(ifrs_Inventories)
00128555,2017,매출채권,매출채권,-표준계정코드 미사용-,359765386667,1,OK,순수 매출채권
